********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
193660.373825037,-31.3855176224534
193660.473878044,-31.3765228144188
193660.573931155,-31.3684714598897
193660.673984369,-31.3585231590956
193660.774037686,-31.3514190223508
193660.874091107,-31.3466841859111
193660.974144631,-31.3367409036762
193661.074198259,-31.3277373105831
193661.17425199,-31.3177977921879
193661.274305824,-31.308319334565
193661.374359762,-31.2974263231104
193661.474413803,-31.2879503744976
193661.574467948,-31.278475680415
193661.674522195,-31.2685311412551
193661.774576547,-31.2571569902988
193661.874631001,-31.2467388412141
193661.974685559,-31.2405731368237
193662.074740221,-31.2306323609692
193662.174794986,-31.2225772383157
193662.274849854,-31.2140535254263
193662.374904825,-31.2059996571833
193662.4749599,-31.1993666167787
193662.575015079,-31.1884761113176
193662.67507036,-31.1808920873441
193662.775125746,-31.1719022929327
193662.875181234,-31.1662164706304
193662.975236826,-31.1600633129389
193663.075292521,-31.15863997509
193663.17534832,-31.1539076454878
193663.275404222,-31.1534340360777
193663.375460227,-31.1515370887884
193663.475516336,-31.1520144626626
193663.575572548,-31.1534302716138
193663.675628864,-31.1572191468763
193663.775728405,-31.1619502216011
193663.877037037,-31.165262977723
193663.978345774,-31.1690480883703
193664.079654618,-31.1752050103601
193664.180963567,-31.182307896145
193664.282272623,-31.1941443656733
193664.383581785,-31.2036215718952
193664.484891052,-31.2159316499804
193664.586200426,-31.2263548193555
193664.687509905,-31.2386699158968
193664.788819491,-31.247196137791
193664.890129182,-31.2590363694622
193664.99143898,-31.2675600811694
193665.092748883,-31.2798827050929
193665.194058892,-31.2936085886227
193665.295369008,-31.3035606559472
193665.396679229,-31.3135051940149
193665.497989557,-31.3248755785521
193665.59929999,-31.339083853067
193665.70061053,-31.3509215717018
193665.801921175,-31.3613434818681
193665.903231927,-31.3693873076382
193666.004542784,-31.3746007721102
193666.105853748,-31.3835918156781
193666.207164817,-31.3906997161761
193666.308475992,-31.3977975779001
193666.409787274,-31.4049004587683
193666.511098661,-31.4105825123831
193666.612410155,-31.4172080194462
193666.713721754,-31.4238435650171
193666.81503346,-31.4299942079622
193666.916345271,-31.4309451904625
193667.017657188,-31.4356800256122
193667.118969212,-31.4375782260767
193667.220281341,-31.4375782260767
193667.321593577,-31.4394739168658
193667.422905918,-31.4432615339217
193667.524218365,-31.4470516605905
193667.625530919,-31.4461069522914
193667.726707297,-31.4546256396379
193667.82759811,-31.4598391027021
193667.928489028,-31.4636267195089
193668.029380051,-31.4678917097022
193668.130271179,-31.4726277991156
193668.231162412,-31.4783048321695
193668.33205375,-31.4839919037579
193668.432945194,-31.4925143545446
193668.533836742,-31.4991511533186
193668.634728396,-31.5071962303156
193668.735620155,-31.5138254997968
193668.836512019,-31.5237725408282
193668.937403988,-31.5356102524102
193669.038296062,-31.5422457954264
193669.139188241,-31.5502946357706
193669.240080526,-31.557407551749
193669.340972915,-31.5716107963045
193669.44186541,-31.5768280218431
193669.542758009,-31.5829811713894
193669.643650714,-31.5891380852887
193669.744543524,-31.5934055833704
193669.845436439,-31.5952975087149
193669.94632946,-31.5976730813816
193670.047222585,-31.6005097145365
193670.148115815,-31.6033588958869
193670.249009151,-31.6043036037119
193670.349902592,-31.6076238841021
193670.450796138,-31.6080974928292
193670.551689789,-31.6057307040047
193670.652583545,-31.6019418341373
193670.753477406,-31.5986228085055
193670.854371372,-31.5924684044401
193670.955265444,-31.5867750607962
193671.05615962,-31.5768330411333
193671.157053902,-31.5683018089269
193671.257948289,-31.5597781054244
193671.358842781,-31.5540922900887
193671.459737378,-31.5479366303
193671.56063208,-31.540361398713
193671.661065088,-31.5323050291378
193671.761204827,-31.5223692818095
193671.86134467,-31.5086296052375
193671.961484616,-31.5005820186037
193672.061624665,-31.4840044520158
193672.161764818,-31.4726390925397
193672.261905075,-31.4631706781017
193672.362045435,-31.4541721078761
193672.462185899,-31.4447074573226
193672.562326466,-31.4366535949128
193672.662467137,-31.4262404709769
193672.762607911,-31.4181866080902
193672.862748789,-31.4091918010096
193672.962889771,-31.4006680930866
193673.063030856,-31.3907185384901
193673.163172044,-31.3821973396967
193673.263313337,-31.3755592836757
193673.363454732,-31.3679853026689
193673.463596232,-31.3646662745239
193673.563737835,-31.36135352043
193673.663879541,-31.3551953471697
193673.764021351,-31.3551991116194
193673.864163264,-31.3523599665418
193673.964305282,-31.3485710935584
193674.064447402,-31.345728183977
193674.164589627,-31.344309866213
193674.264731954,-31.3400574224862
193674.364874386,-31.3391064397784
193674.465016921,-31.3386403594911
193674.565159559,-31.3362723137791
193674.665302301,-31.33438289642
193674.765445147,-31.3339155612873
193674.865588096,-31.3339143064856
193674.965731148,-31.3306028068374
193675.065874305,-31.3291757053674
193675.166017565,-31.3258642056747
193675.266160928,-31.3239660046239
193675.366304395,-31.3201733668896
193675.466447965,-31.3154372751744
193675.56662264,-31.309275336612
193675.666800862,-31.3035957907698
193675.766979187,-31.2988534247722
193675.867157615,-31.294594706373
193675.967336147,-31.2912731678711
193676.067514783,-31.2884352770221
193676.167693522,-31.2874918230136
193676.267872365,-31.2851212673089
193676.368051312,-31.2827594952328
193676.468230362,-31.2803864298852
193676.568409516,-31.2818160411961
193676.668588774,-31.2813374127549
193676.768768135,-31.2799203494883
193676.8689476,-31.2794454854569
193676.969127168,-31.2775548129485
193677.06930684,-31.2803977231223
193677.169486616,-31.2832356140621
193677.269666495,-31.2875043710471
193677.369846478,-31.2945997255965
193677.470026565,-31.2998169556341
193677.570206755,-31.3054927371436
193677.670387049,-31.314017702444
193677.770567447,-31.3192248937402
193677.870747948,-31.3234861214293
193677.970928553,-31.3301166496443
193678.071109261,-31.3391076945775
193678.171290073,-31.3462155960218
193678.271470989,-31.3509441584163
193678.371652009,-31.3608949690692
193678.471833132,-31.3731987671286
193678.572014358,-31.3822061233742
193678.672195689,-31.3921481493695
193678.772377122,-31.3983038122825
193678.87255866,-31.4049368485522
193678.972740301,-31.4129844377142
193679.072922046,-31.4177268020254
193679.173103895,-31.4248271728386
193679.273285847,-31.4305142453499
193679.37359961,-31.4324086813535
193679.474480155,-31.4385668530961
193679.575360805,-31.4423582346109
193679.676241559,-31.4456709878674
193679.777122419,-31.4475691882025
193679.878003385,-31.450879431785
193679.978884455,-31.4532487314412
193680.07976563,-31.4537160663557
193680.18064691,-31.4537148115432
193680.281528296,-31.450871902915
193680.382409786,-31.4499234301573
193680.483291382,-31.4485101321085
193680.584173083,-31.4504033131913
193680.685054889,-31.4508756673517
193680.7859368,-31.4560778371103
193680.886818816,-31.4565527008881
193680.987700937,-31.4584433722851
193681.088583163,-31.4603403177498
193681.189465494,-31.4608114170745
193681.290347931,-31.4622334987555
193681.391230472,-31.4646053079606
193681.492113119,-31.466021115547
193681.59299587,-31.46745323571
193681.693878727,-31.4721843058812
193681.794761689,-31.4764505507354
193681.895644756,-31.4788211050082
193681.996527928,-31.4868737114963
193682.097411205,-31.493508000674
193682.198294587,-31.5020266868143
193682.299178075,-31.5053444586646
193682.400061667,-31.5086521919923
193682.500945365,-31.5096019193804
193682.601829167,-31.5124398082141
193682.702713075,-31.5129109074614
193682.803597088,-31.5157487962556
193682.904481206,-31.5185791560943
193683.005365428,-31.5204811204804
193683.106249757,-31.5266317615486
193683.20713419,-31.533738403923
193683.30845099,-31.5361039384885
193683.410241606,-31.5346856216087
193683.512032328,-31.5327911862346
193683.613823158,-31.5332647950793
193683.715614095,-31.5290073347283
193683.817405138,-31.526636780828
193683.919196289,-31.520963513056
193684.020987546,-31.5166985236259
193684.122778911,-31.5129159267121
193684.224570382,-31.5081823475408
193684.326361961,-31.5006046053147
193684.428153646,-31.4949212985225
193684.529945439,-31.4868649278018
193684.631737338,-31.4769241596499
193684.733529345,-31.4688677884588
193684.835321458,-31.4570325838929
193684.937113679,-31.4442376127869
193685.038906006,-31.4333508800951
193685.14069844,-31.4215031260377
193685.242490982,-31.4115598461735
193685.34428363,-31.3997221298007
193685.446076386,-31.3916670114217
193685.547869248,-31.3822023589429
193685.649662218,-31.3741447304937
193685.751455294,-31.3637303496522
193685.853248478,-31.3561526039134
193685.955041768,-31.3476288945535
193686.056835165,-31.3405260123779
193686.15862867,-31.3334218752336
193686.260422281,-31.3286920577643
193686.362216,-31.3277410750247
193686.464009825,-31.3258529124353
193686.565803758,-31.3215879203561
193686.667597797,-31.318752539383
193686.769391943,-31.3173304570645
193686.871186197,-31.31543602037
193686.972980557,-31.3154347655639
193687.074775025,-31.314951117917
193687.176569599,-31.3149561371577
193687.277996034,-31.3140064091859
193687.37930987,-31.3154259819034
193687.480623812,-31.3196959933039
193687.58193786,-31.3206419568326
193687.683252015,-31.3234823570158
193687.784566275,-31.3267963663324
193687.885880641,-31.3282197034206
193687.987195113,-31.3334268944778
193688.088509692,-31.3343828964196
193688.189824376,-31.3362710589711
193688.291139166,-31.3429078609478
193688.392454062,-31.3466979888016
193688.493769065,-31.348591170506
193688.595084173,-31.351908943977
193688.696399387,-31.3523787886853
193688.797714707,-31.3566500543584
193688.899030133,-31.3599615537323
193689.000345665,-31.3632843462799
193689.101661304,-31.364227800087
193689.202977048,-31.364701409189
193689.304292898,-31.3665971003906
193689.405608854,-31.3675418089857
193689.506924916,-31.370393501947
193689.608241084,-31.374171081479
193689.709557358,-31.3713331913438
193689.810873738,-31.3718017812305
193689.912190225,-31.3751233188535
193690.013506817,-31.3751182996513
193690.114823515,-31.3732226084998
193690.216140319,-31.3741735910806
193690.317457229,-31.3751182996517
193690.418774245,-31.381278982112
193690.520091367,-31.3841168721571
193690.621408595,-31.3841206365596
193690.722725929,-31.3855376993712
193690.824043369,-31.3898026905768
193690.925360915,-31.3945400359799
193691.026678567,-31.3983289084114
193691.127970954,-31.4002271090068
193691.228820723,-31.4040147265706
193691.329670597,-31.405914181924
193691.430520576,-31.4101741536596
193691.53137066,-31.4153851077786
193691.632220849,-31.4177518980982
193691.733071143,-31.4220118696667
193691.833921541,-31.4267454501848
193691.934772045,-31.4310066764281
193692.035622654,-31.4357465308062
193692.136473369,-31.4343169202154
193692.237324188,-31.434793038816
193692.338175112,-31.4371560645754
193692.439026141,-31.4423645086404
193692.539877275,-31.4447338083563
193692.640728514,-31.447574207422
193692.741579858,-31.4490013083631
193692.842431307,-31.4499422522949
193692.943282861,-31.4490050727652
193693.044134521,-31.450423390084
193693.144986285,-31.4490075823627
193693.245838154,-31.4480591096142
193693.346690128,-31.4433242746204
193693.447542208,-31.4371686125814
193693.548394392,-31.4357477856019
193693.649246681,-31.4324387966052
193693.750099076,-31.4300619680214
193693.850951575,-31.4286474149964
193693.951804179,-31.4272316071564
193694.052656889,-31.4239088153146
193694.153509703,-31.4191677059634
193694.254362623,-31.4111163525278
193694.355215647,-31.4082759531258
193694.456068777,-31.406372733367
193694.556922011,-31.4040059429666
193694.657775351,-31.4006844056292
193694.758628796,-31.3978440061377
193694.859482345,-31.3978427513319
193694.960336,-31.3949998422021
193695.061176066,-31.3964231789793
193695.161989976,-31.3992610688704
193695.262803991,-31.3983188699943
193695.363618111,-31.4006831508229
193695.464432336,-31.4025813514237
193695.565246666,-31.40779105087
193695.666061101,-31.4111100785208
193695.766875641,-31.4139567519054
193695.867690286,-31.4177431144983
193695.968505036,-31.4243811695312
193696.069319891,-31.428637376607
193696.17013485,-31.4324325226211
193696.270949915,-31.4404776015083
193696.371765085,-31.4485339733831
193696.472580359,-31.4542097522278
193696.573395738,-31.4613151414409
193696.674211223,-31.4670009584558
193696.775026812,-31.472677991754
193696.875842507,-31.4750510556427
193696.976658306,-31.479306007206
193697.07747421,-31.482626288895
193697.178290219,-31.4854654328122
193697.279106333,-31.4854704520201
193697.379922552,-31.4883121055163
193697.480738876,-31.4939954124304
193697.581555305,-31.4973169487426
193697.682371839,-31.5011058199186
193697.783188478,-31.4987427946244
193697.884005222,-31.4992138939304
193697.98482207,-31.4977955768277
193698.085639024,-31.4973244775172
193698.186456083,-31.4959061604004
193698.287273246,-31.4930707809297
193698.388090515,-31.4944916076458
193698.488907888,-31.4935443898359
193698.589725366,-31.4944890980658
193698.69054295,-31.4959136891444
193698.791360638,-31.4954388254528
193698.892178431,-31.4949652165497
193698.993490573,-31.4973332610581
193699.095091507,-31.4963797693019
193699.196692547,-31.4935393706729
193699.298293694,-31.4897442254368
193699.399894947,-31.4859578637101
193699.501496307,-31.4859503349356
193699.603097774,-31.4835835451364
193699.704699347,-31.4845307629769
193699.806301027,-31.4864226890534
193699.907902813,-31.4873749260734
193700.009504706,-31.4911600329817
193700.111106705,-31.4911663069619
193700.212708811,-31.493056978207
193700.314311024,-31.4944865884819
193700.415913343,-31.4954275323211
193700.517515769,-31.4968483590261
193700.619118301,-31.4987478137976
193700.72072094,-31.4996962863835
193700.822323686,-31.5011196226515
193700.923926538,-31.5068016745351
193701.025529497,-31.5096483469934
193701.127132562,-31.5143806713964
193701.228735734,-31.5158040075939
193701.330339013,-31.5176959334941
193701.431942398,-31.5186418964384
193701.533545889,-31.5153266343522
193701.635149488,-31.5143743974364
193701.736753193,-31.5110654092644
193701.838357004,-31.5086936004866
193701.939960922,-31.5053833574574
193702.041564947,-31.5039625307919
193702.143169078,-31.5015944863349
193702.244773316,-31.4987528329619
193702.34637766,-31.4963797692993
193702.447982111,-31.489755518563
193702.549586669,-31.4850169198297
193702.651191333,-31.4750786611064
193702.752796104,-31.4684493907436
193702.854400981,-31.4608766666832
193702.955424477,-31.4528253143252
193703.056397384,-31.4466709072423
193703.157370397,-31.4390969278542
193703.258343516,-31.4324626375882
193703.359316739,-31.4277328214652
193703.460290068,-31.4234653212538
193703.561263502,-31.4158913412957
193703.662237041,-31.4102005042568
193703.763210686,-31.4030951138969
193703.864184436,-31.3978841595886
193703.965158291,-31.3912473588602
193704.066132251,-31.3841469872196
193704.167106317,-31.3803518406758
193704.268080488,-31.3765679871831
193704.369054764,-31.3770378319014
193704.470029146,-31.3741986869675
193704.571003632,-31.3746735508421
193704.671978225,-31.3765704967567
193704.772952922,-31.3775177149228
193704.873927724,-31.3794083868848
193704.974902632,-31.3813090971296
193705.075877645,-31.3813078423444
193705.176852764,-31.3784649330851
193705.277827987,-31.3841532611455
193705.378803316,-31.386997425133
193705.479778751,-31.3903151981557
193705.58075429,-31.3941028158548
193705.681729935,-31.3993175345651
193705.782705685,-31.4021554245097
193705.88368154,-31.4064166511075
193705.984657501,-31.4120987047399
193706.085633567,-31.415887576958
193706.186609738,-31.4206224123852
193706.287586014,-31.4225130840971
193706.388562396,-31.4239326563524
193706.489538883,-31.4262994466194
193706.590515475,-31.4300945925866
193706.691492173,-31.4333998173068
193706.792314839,-31.4367150802751
193706.892551949,-31.444770197412
193706.992789163,-31.4476131060677
193707.093026481,-31.4509321332366
193707.193263902,-31.4537712774825
193707.293501427,-31.4561481057835
193707.393739056,-31.4580375225045
193707.493976789,-31.4585186601497
193707.594214625,-31.4585174053704
193707.694452565,-31.4613628234499
193707.794690609,-31.4613615686718
193707.894928757,-31.4660976581864
193707.995167008,-31.467519739805
193708.095405363,-31.4722533196701
193708.195643822,-31.4765220739738
193708.295882385,-31.4774605083903
193708.396121051,-31.4793561988863
193708.496359821,-31.4821890689672
193708.596598695,-31.4826589135355
193708.696837672,-31.4836036218063
193708.797076754,-31.4869176294477
193708.897315939,-31.4897643020751
193708.997555227,-31.4916549733566
193709.09779462,-31.4963923171917
193709.198034116,-31.5034926862689
193709.298273716,-31.5120151365994
193709.39851342,-31.5143819261859
193709.498753227,-31.5200639778244
193709.598993138,-31.5233792398578
193709.699233153,-31.5290575269517
193709.799473272,-31.5314293355724
193709.899713494,-31.5347395783134
193709.999953821,-31.5394756666942
193710.100194251,-31.5461061903035
193710.200434784,-31.5508410237144
193710.300675422,-31.556525584256
193710.400916163,-31.5640932867178
193710.501157008,-31.5707288289756
193710.601397956,-31.5792424938032
193710.701384808,-31.5839773266854
193710.801114376,-31.5872838043892
193710.900844046,-31.5891744749992
193711.00057382,-31.5882247478664
193711.100303696,-31.5905865175912
193711.200033675,-31.5948439770927
193711.299763756,-31.5986278277822
193711.39949394,-31.5986315922328
193711.499224227,-31.6014669705824
193711.598954617,-31.601943088956
193711.698685109,-31.6005222627434
193711.798415704,-31.59767308138
193711.898146401,-31.5953025280099
193711.997877202,-31.5919847571159
193712.097608105,-31.587252434027
193712.19733911,-31.5820402279824
193712.297070219,-31.5730466805516
193712.39680143,-31.5668897663242
193712.496532744,-31.5597868891873
193712.59626416,-31.5550520559421
193712.695995679,-31.5493674953446
193712.795727301,-31.5432105806344
193712.895459026,-31.5342107579387
193712.995190853,-31.5242624624403
193713.094922783,-31.5147865206574
193713.194654815,-31.5048432438129
193713.294386951,-31.495368556253
193713.394119189,-31.4854164949998
193713.493851529,-31.4773651432849
193713.593583973,-31.4674118266011
193713.693316519,-31.4574723127247
193713.793049167,-31.4479976236996
193713.892781919,-31.4399487806713
193713.992514773,-31.4323647626235
193714.09224773,-31.4238372908533
193714.19198079,-31.4143676201246
193714.291713952,-31.4020550400139
193714.391447217,-31.3930614873396
193714.491180584,-31.3826408330404
193714.591253215,-31.3727013164556
193714.691418608,-31.3632241152134
193714.791584103,-31.3580206891644
193714.891749703,-31.3499680793377
193714.991915406,-31.3423928429197
193715.092081212,-31.3367120428984
193715.192247122,-31.3281820589029
193715.292413136,-31.322500003804
193715.392579254,-31.3168091648121
193715.492745474,-31.3087615732552
193715.592911799,-31.2992856249341
193715.693078227,-31.2912367781113
193715.793244759,-31.2831841665995
193715.893411394,-31.2760800281805
193715.993578133,-31.2732383727689
193716.093744975,-31.2685022803612
193716.193911921,-31.2642473260988
193716.294078971,-31.2585589957372
193716.394246124,-31.2547726313005
193716.494413381,-31.2481421015335
193716.594580741,-31.2415115716286
193716.694748205,-31.2353609250081
193716.794915773,-31.228255530718
193716.895083444,-31.2221086482958
193716.995251219,-31.2178449096422
193717.095419097,-31.2150095278142
193717.195587079,-31.2121691266857
193717.295755165,-31.2098035896777
193717.395923354,-31.2083865261281
193717.496091646,-31.2064883243539
193717.596260043,-31.207912916796
193717.696428543,-31.2079104071686
193717.796597146,-31.2098123733668
193717.896765853,-31.2121728911308
193717.996934664,-31.2159617657173
193718.097103578,-31.2173788292301
193718.197272596,-31.220219230313
193718.297441717,-31.2254339519946
193718.39768478,-31.234430019072
193718.498852424,-31.242009022502
193718.600020174,-31.2529032906394
193718.701188029,-31.2638025776576
193718.802355991,-31.2737433525252
193718.903524057,-31.287006920497
193719.00469223,-31.2969589879525
193719.105860508,-31.3097451813479
193719.207028892,-31.3239522017258
193719.308197382,-31.3372094935624
193719.409365977,-31.349532114703
193719.510534678,-31.3623157963753
193719.611703485,-31.3755793606579
193719.712872397,-31.3897863780857
193719.814041415,-31.4030486864059
193719.915210538,-31.4196237476986
193720.016379768,-31.4343031173256
193720.117549103,-31.4461483612477
193720.218718543,-31.4608239651925
193720.319888089,-31.4702948893602
193720.421057741,-31.4802369125373
193720.522227499,-31.4887631279056
193720.623397362,-31.4958710259537
193720.724567331,-31.5072326201507
193720.825737406,-31.5167073073173
193720.926907586,-31.5209647678683
193721.028077872,-31.529492236913
193721.129248264,-31.5384895501185
193721.230418761,-31.5460710558359
193721.331589364,-31.5536487969262
193721.432760073,-31.5598057114221
193721.533930887,-31.5654915266223
193721.635101807,-31.5664349797763
193721.736272833,-31.570232633758
193721.837443964,-31.5768606470764
193721.938615201,-31.580180927718
193722.039786544,-31.5868076860142
193722.140957993,-31.5910714196335
193722.242129547,-31.5972270785589
193722.343285785,-31.6057507810162
193722.444415007,-31.609069806532
193722.545544335,-31.6142744832288
193722.646673768,-31.62611721053
193722.747803307,-31.6284777251532
193722.848932952,-31.6332163216787
193722.950062702,-31.638419743127
193723.051192558,-31.641266414431
193723.15232252,-31.6445854395579
193723.253452587,-31.6516858050704
193723.354582759,-31.6621077049655
193723.455713038,-31.6730007034951
193723.556843422,-31.6782129079181
193723.657973911,-31.6853182918591
193723.759104506,-31.6919513218416
193723.860235207,-31.7000064322181
193723.961366013,-31.7047425179749
193724.062496924,-31.7090112691017
193724.163627942,-31.7165877512398
193724.264759065,-31.7203816388365
193724.365890293,-31.7232182708985
193724.467021627,-31.7293764366791
193724.568153067,-31.732220597457
193724.669284612,-31.7326916963832
193724.770416263,-31.7336426778348
193724.87154802,-31.73458362088
193724.972679882,-31.7303249085412
193725.073811849,-31.7251127050586
193725.174943923,-31.7161116330769
193725.276076101,-31.710422056358
193725.377208386,-31.7004787859807
193725.478340776,-31.6900606518654
193725.579473271,-31.6777380444754
193725.680605873,-31.6668513201514
193725.781738579,-31.6540626319802
193725.882871392,-31.6379699757564
193725.98400431,-31.6228094784289
193726.085137333,-31.604345012443
193726.186270462,-31.5849245441756
193726.286711769,-31.5650354850638
193726.386782299,-31.5470421147377
193726.486852931,-31.5290462337437
193726.586923667,-31.5120000790421
193726.686994506,-31.4963672213043
193726.787065449,-31.4793185551833
193726.887136495,-31.4636869505776
193726.987207644,-31.4456923194961
193727.087278897,-31.4319538944001
193727.187350253,-31.4182154686941
193727.287421712,-31.4011680530765
193727.387493275,-31.3878969610611
193727.487564941,-31.371799271602
193727.587636711,-31.3590080614745
193727.687708584,-31.3457457513112
193727.787780561,-31.33437913199
193727.88785264,-31.3239572209734
193727.987924824,-31.3163832387052
193728.08799711,-31.3064336814835
193728.1880695,-31.3012302544021
193728.288141994,-31.2945959611761
193728.38821459,-31.2889151602699
193728.488287291,-31.2851262865352
193728.588360094,-31.2789693666192
193728.688433001,-31.2747093931416
193728.788506011,-31.2709167548244
193728.888579125,-31.2666618004561
193728.988652342,-31.2671291356837
193729.088725663,-31.2647661086609
193729.188799086,-31.2671303904887
193729.288872614,-31.269026082272
193729.388946244,-31.2699758103644
193729.489019978,-31.2704519292105
193729.589093816,-31.2713941284807
193729.689167757,-31.2723338181236
193729.789241801,-31.2723375825443
193729.889315948,-31.2728061725535
193729.989390199,-31.2718589540765
193730.089464554,-31.2732772721728
193730.189843551,-31.2746993546902
193730.290242237,-31.2803839202701
193730.390641028,-31.2851187576935
193730.491039923,-31.2865446045811
193730.591438922,-31.2922241507201
193730.691838024,-31.295069570386
193730.792237231,-31.299803152788
193730.892636542,-31.3050166183431
193730.993035957,-31.3116521661552
193731.093435477,-31.3192299129526
193731.1938351,-31.3296555885149
193731.294234827,-31.3400724801285
193731.394634658,-31.3514428636457
193731.495034594,-31.3670694546691
193731.595434633,-31.3803405475149
193731.695834777,-31.3926531285105
193731.796235024,-31.407324970622
193731.896635376,-31.4191664511349
193731.997035832,-31.433372211791
193732.097436391,-31.4471106368271
193732.197837055,-31.4655751123751
193732.298237823,-31.4826287984584
193732.398638695,-31.5020417444635
193732.499039671,-31.5209860995806
193732.599440751,-31.5404028075437
193732.699841935,-31.5598220238704
193732.800243223,-31.5787713945852
193732.900644616,-31.5962873898567
193733.001046112,-31.614763149565
193733.101447713,-31.6337024783911
193733.201849417,-31.6517046271183
193733.302251226,-31.6673324575876
193733.402653138,-31.6858044484659
193733.503055155,-31.6995403524157
193733.603457276,-31.7156455533063
193733.7038595,-31.729385220246
193733.804261829,-31.7440620651723
193733.904664262,-31.7563846696945
193734.005372294,-31.7644272302977
193734.107114178,-31.7762674419167
193734.208856168,-31.7852634928233
193734.310598264,-31.7904669116096
193734.412340468,-31.7947281326579
193734.514082779,-31.7980383723905
193734.615825196,-31.7999353156722
193734.71756772,-31.8022995933244
193734.819310351,-31.8018272397186
193734.921053089,-31.8027757113483
193735.022795934,-31.8008812776972
193735.124538886,-31.8027794757616
193735.226281944,-31.8004089240866
193735.32802511,-31.7966263307571
193735.429768382,-31.7923588357198
193735.531511761,-31.7871541621729
193735.633255247,-31.7857320820565
193735.73499884,-31.7843125115372
193735.83674254,-31.777210894428
193735.938486347,-31.7710477104567
193736.04023026,-31.7658430365221
193736.141974281,-31.7620516591178
193736.243718408,-31.7625277771996
193736.345462642,-31.7606345980846
193736.447206983,-31.7596911455217
193736.548951431,-31.7568457302152
193736.650695985,-31.7516322724088
193736.752440647,-31.7511586639131
193736.854185415,-31.7454690878848
193736.955930291,-31.7435771634672
193737.057675273,-31.743569634628
193737.159420362,-31.7440495171704
193737.261165558,-31.743570889436
193737.36291086,-31.7440482623645
193737.46465627,-31.7449954793782
193737.566401787,-31.7454653234636
193737.66814741,-31.7459426963893
193737.76989314,-31.7487818377902
193737.871638977,-31.7468911682024
193737.973682103,-31.7421550831337
193738.076003367,-31.7407355124025
193738.178324738,-31.7374127239522
193738.280646218,-31.7345710728259
193738.382967806,-31.7317407149224
193738.485289502,-31.7260536481201
193738.587611306,-31.7236881150331
193738.689933218,-31.7208414445535
193738.792255238,-31.7165802224163
193738.894577366,-31.7132637077241
193738.996899603,-31.7104220563625
193739.099221947,-31.6990579602517
193739.201544399,-31.6895832788689
193739.30386696,-31.6810595788165
193739.406189629,-31.675843610025
193739.508512405,-31.6687495191167
193739.61083529,-31.6630637058964
193739.713158283,-31.6578577752358
193739.815481384,-31.6550136137321
193739.917804593,-31.6502787819813
193740.02012791,-31.6469685405576
193740.122451335,-31.6445967328181
193740.224774869,-31.6431809260172
193740.32709851,-31.6398606460966
193740.429422259,-31.6384473488735
193740.531746117,-31.637024013235
193740.634070083,-31.6351345977053
193740.736394156,-31.6346584794238
193740.838718338,-31.6389259767451
193740.941042628,-31.6450891634646
193741.043367026,-31.6526643924617
193741.145691532,-31.6574029885673
193741.248016146,-31.6621365654188
193741.350340868,-31.6687670863085
193741.452665699,-31.6744478802188
193741.554990637,-31.679656320201
193741.657315684,-31.6872328031006
193741.759640838,-31.6938608138305
193741.861966101,-31.7014410607573
193741.963481045,-31.7085426797318
193742.064800013,-31.7175450067306
193742.166119087,-31.7251214886513
193742.267438267,-31.7341213055453
193742.368757553,-31.7431211221583
193742.470076945,-31.7544864713594
193742.571396443,-31.7620717358796
193742.672716047,-31.7668053110368
193742.774035757,-31.7734395939255
193742.875355572,-31.7786517965169
193742.976675494,-31.7814896828343
193743.077995522,-31.7857546684035
193743.179315655,-31.7871805128787
193743.280635895,-31.7900284374226
193743.381956241,-31.7919128328397
193743.483276692,-31.792863814066
193743.58459725,-31.7938085213408
193743.685917914,-31.7966489170924
193743.787238683,-31.7956979358735
193743.888559559,-31.7966451527177
193743.98988054,-31.7947469546453
193744.091201628,-31.7900121251549
193744.192522821,-31.7829117629636
193744.293844121,-31.7810123100088
193744.395165526,-31.7781781880679
193744.496487037,-31.7729609662962
193744.597808655,-31.7729622210904
193744.699130378,-31.7715464148765
193744.800452207,-31.7696544906018
193744.901774143,-31.7724961413821
193745.003096184,-31.7743880656377
193745.104418331,-31.7748679480443
193745.205740584,-31.7777020700325
193745.307062943,-31.7786593252519
193745.408385408,-31.7805537590486
193745.50970798,-31.7829243108501
193745.611030657,-31.7862408247226
193745.71235344,-31.7909718899227
193745.813500557,-31.797127544668
193745.912948099,-31.8028058265001
193746.012395744,-31.8032806897012
193746.111843491,-31.8084841082095
193746.21129134,-31.8146385077782
193746.310739291,-31.8179525117036
193746.410187344,-31.8226835763398
193746.509635499,-31.8264724433393
193746.609083756,-31.832149469747
193746.708532116,-31.8335765688247
193746.807980577,-31.8373616712835
193746.907429141,-31.8421002643765
193747.006877806,-31.8468350929955
193747.106326574,-31.8482559180051
193747.205775444,-31.8482571728034
193747.305224416,-31.8487307811383
193747.40467349,-31.8482584276009
193747.504122666,-31.8491993702757
193747.603571944,-31.8463652490492
193747.703021324,-31.848259682398
193747.802470807,-31.8473162301128
193747.901920391,-31.8430537550467
193748.001370078,-31.8406832037255
193748.100819866,-31.8392636334735
193748.200269757,-31.8373654356761
193748.29971975,-31.8297864471205
